Number,Canonical SMILES,Toxicity Value,Category
4967,NCCC1C(=O)Nc2ccccc21,424.9782944,0
4968,O=P(Cl)(Cl)N(CCF)CCF,3.999999998,-1
4969,O=P(Cl)(Cl)N(CCF)CCCl,9.999793767,-1
4970,NCCCBr,109.0015797,0
4971,C1CCC(CN2CCCC2)CC1,61.99777636,0
4972,C1CCC(CN2CCCCC2)CC1,59.79031444,0
4973,C1CCC(CN2CCCCCC2)CC1,69.99641661,0
4974,O=C(O)c1cc(=O)c2cc(Cl)ccc2o1,999.9599292,0
4975,CC(=O)NC1(C#N)CCCC1,1199.944808,0
4976,CCN(CC)CCOc1ccccc1C(=O)OC,99.99761272,0
4977,CCN(CC)CCOc1ccc(Cl)cc1C(=O)OC,249.9903768,0
4978,CCN(CC)CCOc1c(C(=O)OC)cc([N+](=O)[O-])cc1[N+](=O)[O-],250.0000002,0
4979,CCN(CC)CCOc1c(C(=O)OC)cccc1-c1ccccc1,49.99633508,-1
4980,CCN(CC)CCOc1ccc(Br)cc1C(=O)Nc1ccccc1,249.9942501,0
4981,Cn1c(=O)[nH]c2nncnc2c1=O,44.70024957,-1
4982,CC(CN(C)C)OC(=O)COc1ccc(Cl)cc1,549.9919045,0
4983,CCOC(=O)NCO,1199.999999,0
4984,CN1CCN(c2ncccc2N)CC1,49.99843964,-1
4985,OC(c1nc2ccccc2[nH]1)c1ccccc1Cl,729.977427,0
4986,OC(c1ccc(Cl)cc1)c1nc2ccccc2[nH]1,101.9968458,0
4987,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],100.0013448,0
4988,COc1cc(C=NO)cc(OC)c1O,1000.0,0
4989,NC(=O)c1[nH]cnc1/N=N/N(CCCl)CCCl,60.0576331,0
4990,CCCCN(CCCC)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,95.00571862,0
4991,CC(C(=O)OCCN1CCN(CCOC(=O)C(C)c2cccc3ccccc23)CC1)c1cccc2ccccc12,331.0073738,0
4992,O=C1NCC2(CCN(CCOc3ccccc3)CC2)O1,343.992531,0
4993,CCOc1ccc(NC(=O)CN2CCC3(CC2)CNC(=O)O3)cc1,840.0302344,0
4994,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,229.9938157,0
4995,CC(Cc1ccccc1)N1CCC2(CC1)CNC(=O)O2,127.9981339,0
4996,O=C1NCC2(CCN(Cc3ccccc3)CC2)O1,318.987049,0
4997,CCC(N)(CN)c1ccccc1,209.9974428,0
4998,CCCC(N)(CN)c1ccccc1,99.99495182,0
4999,NCC1(N)CCCC1,239.9957964,0
5000,NCC1(N)CCCCC1,225.001755,0
5001,NCC1(N)CCCCCC1,139.9940948,0
5002,O=C(O)CN(CC(=O)O)CC(=O)O,421.2494411,0
5003,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6O)C(C(OC)C23)C14,129.9988484,0
5004,CC1OC1(C)C,1512.929737,0
5005,CCOP(=O)(OCC)Oc1ccc(Cl)cc1,137.9973927,0
5006,Cc1sc2ccccc2c1CC1=NCCN1,48.99872356,-1
5007,CC(C)C1CCC2(C)CCCC(=O)C2(C)C1,349.9968519,0
5008,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(=C(C)C)C5CCC43C)C2C1,999.9871445,0
5009,CCN(CC)CCOc1ccc(Cl)cc1C(N)=O,249.9907666,0
5010,CC(=O)c1ccc[n+](Cc2ccccc2)c1,207.9980402,0
5011,NC(=O)c1ccc[n+](Cc2ccccc2)c1,307.9855578,0
5012,CCN(CC)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,579.9812519,0
5013,CCCN(CCC)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,349.995851,0
5014,C=CCN(CC=C)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,454.9972702,0
5015,Cn1c(=O)c2c(ncn2CC(O)CN(Cc2ccccc2)Cc2ccccc2)n(C)c1=O,269.9925265,0
5016,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(OC)c(cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,124.9875554,0
5017,C[N+](C)(C)CCOC(=O)c1cccnc1,521.6815025,0
5018,NC(=O)N1CCC2(c3ccccc3)CC1Cc1ccc(O)cc12,480.0295738,0
5019,C[N+](C)(C)CCI,150.0,0
5020,COCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,3999.89716,1
5021,CCN(CC)C(N)=[Se],9.944452207,-1
5022,O=C(CBr)C12CC3CC(CC(C3)C1)C2,24.99990278,-1
5023,CC(C)[n+]1cc(N)on1,249.9902464,0
5024,C[n+]1cc(N)on1,499.9950047,0
5025,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,334.9910454,0
5026,Cc1ccc(CNC(=N)N=C(N)N)o1,214.9933924,0
5027,CCn1cc(C(O)CNC)c2ccccc21,29.99862574,-1
5028,CC(C)n1cc(C(O)CN(C)C)c2ccccc21,13.99977267,-1
5029,CCn1cc(C(O)CN(C)C)c2ccccc21,132.9959926,0
5030,Cn1c(=O)c2c(ncn2CC(O)CN2CCCC2)n(C)c1=O,799.9895877,0
5031,Cn1c(=O)c2c(ncn2CC(O)CN2CCOCC2)n(C)c1=O,2229.979308,1
5032,NCCc1ccccc1O,402.9941247,0
5033,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,3.299874701,-1
5034,COc1cc2c(cc1O)C(=O)c1nccc3cc(OC)c(OC)c-2c13,169.9843775,0
5035,Cn1cnc(N)c2ncnc1-2,279.9868598,0
5036,N=C(N=C(N)N)NCc1ccco1,254.0014017,0
5037,OCC(O)CSc1ccccc1,940.0000005,0
5038,N#CCC(=O)c1cc2ccccc2o1,99.99892004,0
5039,CN1CCCC(=C(c2cccs2)c2cccs2)C1,293.9551701,0
5040,CN(C)CCOC(=O)N1CC2(CCCCCC2)OC1=O,519.9890276,0
5041,CC(C)NCCc1ccc(O)c(O)c1,499.9948787,0
5042,O=C1c2ccccc2C(=O)N1OCCBr,999.9925948,0
5043,C[N+](C)(C)CCNS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)NCC[N+](C)(C)C)cc2)cc1,0.738018271,-1
5044,O=[As](O)(O)c1ccc(N(CCO)CCO)cc1,1052.9931,0
5045,O=[As](O)(O)c1ccc(N(CCCl)CCCl)cc1,8.788897221,-1
5046,CN(CCCl)c1ccc([As](=O)(O)O)cc1,2.054985998,-1
5047,CCN(CC)c1ccc([As](=O)(O)O)cc1,7.101895997,-1
5048,ClCCN(CCCl)c1ccc([As]2SCCS2)cc1,14.99886788,-1
5049,CCN(CC)c1ccc([As]2SCCS2)cc1,15.99802119,-1
5050,O=[As]c1ccc(N(CCO)CCO)cc1,7.592775967,-1
5051,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,120.00357,0
5052,Cc1nc([N+](=O)[O-])[nH]c1C,157.9999998,0
5053,CN(C)c1cnccn1,200.0016241,0
5054,CC(=O)C(C#N)c1ccc(Cl)cc1,24.9996127,-1
5055,O=c1c2c([nH]c3ccccc13)CCCCC2,799.9624908,0
5056,O=C(NCCCN1CCOCC1)C(Oc1ccccc1)Oc1ccccc1,179.9761909,0
5057,C#CCN(C)Cc1ccccc1Cl,364.9868079,0
5058,O=CC(Br)CBr,4.999953674,-1
5059,O=C(Nc1ccncc1)c1ccccc1,11.99969733,-1
5060,Nc1nc(=O)c2c([nH]c[n+]2[O-])[nH]1,40.00047865,-1
5061,O=C1NCC2(CCN(CC(O)Cc3ccccc3)CC2)O1,770.9920337,0
5062,O=C1NCC2(CCN(CCc3ccc4c(c3)OCO4)CC2)O1,234.9953671,0
5063,CC1CC(O)C2(O)C13CC(OC(=O)C3O)C(C)(O)C21COC1=O,0.699985075,-1
5064,CN(C)CCCOc1c2c(nc3ccccc13)CCCCC2,124.9874342,0
5065,CCN(CC)CCOc1c2c(nc3ccccc13)CCCCC2,149.9726361,0
5066,CC(CN(C)C)Oc1c2c(nc3ccccc13)CCCCC2,59.99396837,0
5067,CN(C)CCOc1c2c(nc3ccc(Cl)cc13)CCCCC2,124.9811823,0
5068,CC(CN(C)C)Oc1c2c(nc3cc(Cl)ccc13)CCCCC2,100.0075104,0
5069,CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,99.99170634,0
5070,CC(=O)Nc1ccccc1C(C)=O,299.9949213,0
5071,NNCCc1ccncc1,243.9893284,0
5072,CNc1nc(C)nc(OC)n1,399.9922165,0
5073,CCNc1nc(C)nc(OCC)n1,399.9846347,0
5074,CCCCOc1nc(C)nc(NCC)n1,399.9980981,0
5075,COc1nc(C)nc(N2CCN(c3ccccc3)CC2)n1,399.98458,0
5076,CCc1nc(NC)nc(OC)n1,400.0000001,0
5077,CCNc1nc(CC)nc(OC)n1,499.9807933,0
5078,CCc1nc(OC)nc(N(CC)CC)n1,399.9980981,0
5079,CCc1nc(OC)nc(N2CCOCC2)n1,399.9928653,0
5080,CCc1nc(NC(C)C)nc(OC)n1,399.9918472,0
5081,CCCc1nc(NCC)nc(OC)n1,399.9918472,0
5082,CCNc1nc(CCl)nc(OC)n1,199.9950652,0
5083,CCNc1nc(CCl)nc(OCC)n1,299.9972311,0
5084,CCCc1nc(OC)nc(N(CC)CC)n1,399.9857337,0
5085,CCCc1nc(NC)nc(OC)n1,399.9846347,0
5086,CCOc1nc(CC)nc(NC(C)C)n1,399.9980981,0
5087,CCCCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,34.99726506,-1
5088,O=C(CCN1CCCCC1)c1ccc(Cl)cc1,99.99721949,0
5089,COc1ccc(C(=O)CCN2CCCC2)cc1,79.99965713,0
5090,c1ccc2c(c1)CCCC2NC1=NCCN1,56.99735255,0
5091,CCN(CC)S(=O)(=O)c1ccc(CNC(=N)N=C(N)N)cc1,169.9968752,0
5092,CC(N)(CN)c1ccccc1,174.9941754,0
5093,CCCOP1(=O)CC=CC1,1499.971903,0
5094,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,13.99911928,-1
5095,CNC(=O)Oc1ccc(O)c2ccccc12,54.99898723,0
5096,COc1nc(N)nc(Cc2ccccc2)n1,399.9926008,0
5097,CCSCCc1nc(N)nc(OC)n1,399.9925337,0
5098,COc1nc(N)nc(CCSc2ccccc2)n1,399.9878019,0
5099,O=C1C(=CN2CCCCC2)C(c2ccccc2)=NN1c1ccccc1,2399.862409,1
5100,c1cncc(Cc2c[nH]c3ccccc23)c1,599.9884761,0
5101,C=CCC1(CC=C)CCCCC1=O,1559.956247,0
5102,NN=Cc1ccccc1,135.9943408,0
5103,O=c1[nH]c2cc(Cl)c(Cl)cc2o1,262.9974217,0
5104,N#CSc1ccccc1,19.99985205,-1
5105,CC(C)=CCSCC(N)C(=O)O,2090.000001,1
5106,CC(CN(C)C)Oc1c2c(nc3ccc(Cl)cc13)CCCCC2,100.0075104,0
5107,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,6399.44075,1
5108,CCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,52.00442246,0
5109,O=C1C2=C(SCCS2)C(=O)N1CN1CCOCC1,115.0088346,0
5110,NCCSSC1CCCCC1Cl,299.9867145,0
5111,NCCSSc1ccccc1S(=O)(=O)O,1000.071596,0
5112,O=P12OCC(CO)(CO1)CO2,500.0111049,0
5113,CC(C)n1c(=O)[nH]c(=O)n1C(C)C,394.9850725,0
5114,NC(CNC(=O)C(=O)O)C(=O)O,301.0034179,0
5115,Nc1ccc(N)c([N+](=O)[O-])c1,213.9986028,0
5116,CNC(C)=S,79.99730838,0
5117,CNC(=S)c1ccccc1,33.99910073,-1
5118,COc1nc(N)nc(CC#N)n1,399.9854679,0
5119,CCOc1nc(N)nc(CC#N)n1,199.9966514,0
5120,COc1nc(N)nc(C(F)(F)F)n1,399.9876365,0
5121,CCOc1nc(N)nc(CCN2CCN(c3ccccc3)CC2)n1,99.99391018,0
5122,COc1nc(N)nc(CCCN2CCN(c3ccccc3)CC2)n1,99.99391018,0
5123,COc1nc(N)nc(CN2CCOCC2)n1,399.9964488,0
5124,CCOc1nc(N)nc(CCN2CCN(c3ccc(C)cc3)CC2)n1,199.9725506,0
5125,CSc1nnc(N)s1,979.813622,0
5126,CN(C)CC(Oc1ccccc1)C(O)c1ccccc1,117.9956516,0
5127,S=c1[nH]c2cc(Cl)ccc2s1,99.99851259,0
5128,N#CCCCBr,99.99797292,0
5129,CC1=CC(C)(C)NC(=S)N1CCO,199.9930107,0
5130,CCC(=N)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,49.60337153,-1
5131,CCCC(O)CN,99.99515328,0
5132,CCCC(C)(CC)C(=O)O,389.9891826,0
5133,COc1ccc(N)cc1Cl,670.0000007,0
5134,CCOC(=O)CSC#N,18.29962184,-1
5135,NN=C(c1ccccc1)c1ccccc1,128.3802794,0
5136,NNC(=S)Nc1ccccc1,14.99937216,-1
5137,O=C1Nc2c(ccc3ccccc23)C1=O,199.9969571,0
5138,C[Si](C)(COC(N)=O)c1ccccc1,399.9980886,0
5139,c1ccc(CN2CCNCC2c2ccccc2)cc1,61.99729755,0
5140,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,24.99952544,-1
5141,C=CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,24.99854764,-1
5142,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,246.9854673,0
5143,COc1nc(N)nc(CCN2CCN(c3ccccc3C)CC2)n1,99.99391018,0
5144,COc1nc(N)nc(CCN2CCN(c3ccc(Cl)cc3)CC2)n1,299.9673202,0
5145,COc1nc(N)nc(COc2ccccc2)n1,399.9948326,0
5146,c1ccc2c(CN3CCCC3)c[nH]c2c1,66.99832739,0
5147,CCOC(=O)C(Cc1c[nH]c2ccccc12)(NC(C)=O)C(=O)OCC,692.0339621,0
5148,CC(=O)NOCC(=O)O,99.99774613,0
5149,CC1=CC(C)(C)NC(=S)N1,99.99744002,0
5150,CC(=O)Nc1nncs1,1021.992861,0
5151,Cc1ccc(C(=O)c2ccc(Cl)cc2)cc1,469.9918511,0
5152,CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,10.99986782,-1
5153,CC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=S)O1,199.9960825,0
5154,CN(CCC(=O)c1ccccc1)Cc1ccccc1,99.99802629,0
5155,Nc1cc([As]=O)ccc1C(=O)O,16.99992511,-1
5156,O=C(Cc1ccccc1)NC(CSCc1ccccc1)C(=O)O,999.9362523,0
5157,CC=C1CN2CCC1CC2C(O)(CCO)c1ccnc2ccc(O)cc12,415.9413176,0
5158,O=C(O)COc1c(Cl)c(Cl)cc(Cl)c1Cl,249.9749938,0
5159,CCCCCCCSC#N,71.99908438,0
5160,O=C1C=CC(=Nc2ccc(O)cc2)C=C1,49.99774107,-1
5161,CCOC(=O)c1ccc(C(=N)N)cc1,279.9883465,0
5162,O=C(O)CS,140.2731043,0
5163,COc1ccc(C=Cc2nc3ccccc3nc2C=Cc2ccc(OC)cc2)cc1,250.0164778,0
5164,CC(O)C(=O)NCCO,16300.36727,1
5165,CC1=CC(C)(C)NC(=S)N1c1cccc(S(=O)(=O)O)c1,49.99743935,-1
5166,O=C(c1ccccc1)c1cccnc1,460.0,0
5167,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,311.9731926,0
5168,O=[As]c1ccc(C(=O)NCCO)cc1,64.29873971,0
5169,O=C(O)CNC(=O)c1ccc([As](O)O)cc1,20.99978056,-1
5170,NC(=O)CCCc1ccc([As]=O)cc1,21.59974401,-1
5171,O=[As]c1ccc(C(=O)NCc2ccccc2)cc1,4.299900063,-1
5172,c1ccc(C2SCCCS2)cc1,1499.694406,0
5173,O=C(CCl)Nc1ccc([As](=O)(O)O)cc1,223.9938949,0
5174,O=C(Nc1ccccc1)c1ccc([As](=O)(O)O)cc1,71.39911065,0
5175,CCn1cnc2c(=S)nc[nH]c21,288.9903791,0
5176,O=C(O)CNc1ccccc1[N+](=O)[O-],469.9952079,0
5177,CCOC(=O)CNc1ccccc1[N+](=O)[O-],499.9866203,0
5178,COc1cc(NCCCCCNC(C)C)c2ncccc2c1,149.9830807,0
5179,NC(=O)SCC(=O)Nc1ccccc1,200.0019026,0
5180,Cc1cc(=O)nc(NC(=N)Nc2ccc(Cl)cc2)[nH]1,2499.954989,1
5181,CCCCCCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,499.9829753,0
5182,CC(Br)([N+](=O)[O-])[N+](=O)[O-],21.20000002,-1
5183,C=CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,194.9798931,0
5184,CS(=O)(=O)c1ccc(C(=N)N)cc1,1199.957629,0
5185,O=[N+]([O-])C(Br)CO,13.49984115,-1
5186,CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],178.0019879,0
5187,CC(=O)Nc1cccc(NC(C)=O)n1,374.988354,0
5188,O=C(CN1C(=O)c2ccccc2C1=O)N1CCOCC1,639.9859998,0
5189,O=CC(Br)=Cc1ccccc1,821.9688425,0
5190,C(=Cc1ccccc1)CN1CCCCC1,63.99904624,0
5191,N#CCSc1ncnc2nc[nH]c12,115.0006015,0
5192,O=C(O)Cc1ccc(-c2ccccc2)[nH]1,649.9838496,0
5193,Cn1c(=S)[nH]c2c(=O)[nH][nH]c(=O)c21,750.0113515,0
5194,O=C(CI)OCCOC(=O)CI,15.99983916,-1
5195,O=c1[nH]c2cc(Br)cc(Br)c2o1,391.9946465,0
5196,COc1ccc(C(=O)NCCCN2CCOCC2)cc1,349.997485,0
5197,O=C(NC(=S)Nc1ccc(O)cc1)c1ccccc1,99.99669525,0
5198,OCC1COCO1,7499.639789,1
5199,CCCc1nc2ccccc2[nH]1,42.0,-1
5200,CC(C)C(=O)c1ccc(O)c(O)c1,649.9891791,0
5201,CC(=O)C(Cl)N=O,180.9955319,0
5202,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,499.9919569,0
5203,CC1=NN(c2ccccc2)C(=O)C1=CN1CCCCC1,499.9851491,0
5204,c1ccc2[nH]c(CCN3CCCCC3)nc2c1,177.9945669,0
5205,CCN(CC)CC(C)OC(=O)C(c1ccccc1)c1ccc(OC)cc1,170.0105209,0
5206,CCN(CC)CC(C)OC(=O)C(c1ccc(OC)cc1)c1ccc(OC)cc1,169.9982362,0
5207,O=C1NCC2(CCN(CCc3ccc(F)cc3)CC2)O1,281.9929077,0
5208,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O,11458.20148,1
5209,NC(=O)C12CC3CC(CC(C3)C1)C2,599.9899586,0
5210,CCCCCCC1(C)C(C#N)C(=O)NC(=O)C1C#N,472.9909503,0
5211,CCN(CC)CCC(=O)c1ccc(OC)cc1,179.9946459,0
5212,CN(C)C(C(N)=O)c1ccccc1,769.9783998,0
5213,O=c1oc2ccccc2nc1-c1c[nH]c2ccccc12,421.9871281,0
5214,COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(C=CC(N)=O)CC12,729.986702,0
5215,CN(C)CCCOc1c2c(nc3c(Cl)cccc13)CCCCC2,500.0375518,0
5216,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12,8753.777692,1
5217,CCOC(=O)C(O)=CC(=O)c1ccccc1O,549.9930153,0
5218,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,5009.958623,1
5219,CCCCCCCCCCCC(=O)N1CCCCCC1=O,100.0111687,0
5220,CN(C)CCC(O)c1ccccc1,199.9966532,0
5221,CCN(CC)CC(O)(c1ccccc1)c1ccccc1,200.0089092,0
5222,C=CCCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,32.99535131,-1
5223,CCC1(C2CCCCC2)CCC(=O)N1,374.9884794,0
5224,CCCCCC(C(=O)O)c1ccccc1,277.9932614,0
5225,CCN(CC)CCOC(=O)C(c1ccc(OC)cc1)c1ccc(OC)cc1,350.0216704,0
5226,CCOC(=O)Cc1nc2ccc(O)c(O)c2oc1=O,299.9988692,0
5227,CC(CN(C)C)N1c2ccccc2Sc2ccccc21,189.9812956,0
5228,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,161.9925449,0
5229,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,570.025894,0
5230,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(C(C)C)=C5CCC43C)C2C1,899.9884291,0
5231,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,339.9914025,0
5232,CC1(C2CCCCC2)CCC(=O)N1,374.9813824,0
5233,CCC(O)(CC(N)=O)c1ccccc1,766.9761863,0
5234,CCCCCOc1ccccc1C(N)=O,899.9869734,0
5235,S=C1NC2=C(CCCC2)C2(CCCCC2)N1,1269.978511,0
5236,O=c1[nH]c2cc(Cl)c(Br)cc2o1,221.9973196,0
5237,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,135.9981387,0
5238,S=c1[nH]nc(-c2ccccc2)s1,276.0227298,0
5239,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31,410.0157166,0
5240,c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1,519.9733688,0
5241,CC(Cc1ccccc1)NCCCCl,143.9959195,0
5242,NCC=Cc1ccccc1,229.9930925,0
5243,CNC(C)Cc1ccccc1OC,89.99849377,0
5244,Cc1ccc(C)n1NC(=O)c1ccncc1,309.991359,0
5245,CCCCOC1NC(=O)NC1OCCCC,839.9708214,0
5246,O=C(NNCc1ccccc1)C(O)C(O)C(O)CO,1999.963001,0
5247,COc1cc(C=CC(N)=O)cc(OC)c1OC,999.9789249,0
5248,CC(C)NCC(O)c1ccccc1Cl,99.99625657,0
5249,O=C1Nc2ccc3ccccc3c2C1=O,199.9969571,0
5250,NCCNCCCl,1257.010253,0
5251,C(CCN1CCOCC1)=C1c2ccccc2CCc2ccccc21,179.9729535,0
5252,Nc1[nH]ncc1-c1ccccc1,199.9974875,0
5253,CC[n+]1cc(N)on1,250.004381,0
5254,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2324.733286,1
5255,Cc1cc[n+](CC(=NO)c2ccccc2)cc1,149.9953804,0
5256,CN(C)CCCOc1c2c(nc3cc(Cl)ccc13)CCCCC2,150.0112656,0
5257,CN(C)CCCOc1c2c(nc3ccc(Cl)cc13)CCCCC2,150.0112656,0
5258,CNC(=O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,460.0406996,0
5259,OC(CCOc1cccc2ccccc12)N1CCCCC1,150.0068329,0
5260,CN(C)C1(C(N)=O)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,80.00511583,0
5261,CC1SCCS1,899.6856337,0
5262,CC1CSC(c2ccccc2)S1,999.796271,0
5263,c1ccc(C2SCCS2)cc1,199.9857388,0
5264,C(=CC1SCCS1)c1ccccc1,999.7552213,0
5265,Nc1ccccc1C(=O)NO,799.984226,0
5266,O=C(O)CC1NC(=S)N(c2ccccc2)C1=O,1750.006994,0
5267,NCCC=C1c2ccccc2COc2ccccc21,91.99670549,0
5268,CC1CCNP(=O)(N(CCCl)CCCl)O1,455.9505804,0
5269,O=C1Nc2ccccc2C1O,663.3294049,0
5270,NC(=O)NCN1CCOCC1,1000.006281,0
5271,O=C(NO)c1cccnc1,2299.900092,1
5272,CC(C)(CO)CCCCCCCCC(C)(C)CO,499.9883917,0
5273,CCC(=O)c1cc(OC)c(OC)c(OC)c1,999.973246,0
5274,CCOC(=O)NCCCOC(=O)Nc1ccccc1,516.9864096,0
5275,CCOC(=O)NCCCOC(N)=O,1812.009526,0
5276,CCCCCCCC1(C)OCC(CO)O1,1.849991446,-1
5277,CCCCCCC1(C)OCC(CO)O1,3.069939299,-1
5278,CC(C)CC1(C)OCC(CO)O1,560.0000005,0
5279,COc1ccc(CC(N)=O)cc1OC,399.9836079,0
5280,O=C1C=C(c2ccccc2)Sc2ccccc2N1,399.9905264,0
5281,O=S(=O)(O)CCNc1ccc(S(=O)(=O)c2ccc(NCCS(=O)(=O)O)cc2)cc1,3099.713054,1
5282,CC1(C)OCCS1,137.9988326,0
5283,CC1(c2ccccc2)OCCS1,1999.977813,0
5284,COc1ccc2[nH]c3c(c2c1)CCNC3c1ccncc1,379.4692438,0
5285,COc1ccc2[nH]c3c(c2c1)CCNC3C(C)C,199.9934517,0
5286,COc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1,199.9604822,0
5287,COc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1,200.0123126,0
5288,c1ccc(C2OCC3(COC3)CO2)cc1,639.9968965,0
5289,O=C(CCl)NC12CC3CC(CC(C3)C1)C2,759.983314,0
5290,NCCCCNC(=O)c1ccccc1,839.9912613,0
5291,O=C1CCCC(=S)N1,99.99690358,0
5292,CC1(C)SCC(CO)S1,500.015217,0
5293,OCC1COC(Cc2ccccc2)O1,523.0000004,0
5294,CC1(Cc2ccccc2)OCC(CO)O1,699.9764713,0
5295,CCCCC1(CC)OCC(CO)O1,579.9784345,0
5296,CC(C)C1(C(C)(C)C)OCC(CO)O1,708.9859803,0
5297,CCCCC1(C)OCC(CO)O1,474.9999998,0
5298,CCCCC1(CCCC)OCC(CO)O1,828.9961684,0
5299,CCC1(CC)OCC(CO)O1,6.619876044,-1
5300,CC(C)CC1(CC(C)C)OCC(CO)O1,528.9975544,0
5301,CCC1(CCC(C)C)OCC(CO)O1,548.989145,0
5302,CCCCC(CC)C1OCC(CO)O1,394.9921898,0
5303,CCCCC(CO)C1(C)OCCO1,570.9787695,0
5304,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,115.0114458,0
5305,S=C1NCCCCN1,214.9900932,0
5306,Cc1c(NC(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,799.862047,0
5307,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,190.9241012,0
5308,NN(Cc1ccccc1)c1ccccc1,299.9863824,0
5309,O=[N+]([O-])c1nc2ccccc2[nH]1,329.9878626,0
5310,Cn1c([N+](=O)[O-])nc2ccccc21,198.9966304,0
5311,Cc1cc2nc([N+](=O)[O-])[nH]c2cc1C,707.0000007,0
5312,CCCCN1CCN(C(=S)S)CC1,250.0103028,0
5313,CC(C)N1CCN(C(=S)S)CC1,500.0880783,0
5314,CCCN1CCN(C(=S)S)CC1,500.0880783,0
5315,CN1CCN(C(=S)S)CC1,165.8218337,0
5316,CCCCCN1CCN(C(=S)S)CC1,99.99225526,0
5317,Cc1c(NC(=O)c2ccccc2O)c(=O)n(-c2ccccc2)n1C,2299.630127,1
5318,COc1ccc(CCNCC2CCc3ccccc3N2)cc1OC,299.9632401,0
5319,S=C(S)N1CCN(c2ccccc2)CC1,200.0159407,0
5320,CNC(=O)Oc1cccc2c(O)cccc12,49.99907932,-1
5321,c1ccc(C2OCCS2)cc1,999.9699246,0
5322,CCCC1NCCc2c1[nH]c1ccc(OC)cc21,199.9934517,0
5323,Cc1cccc(C#N)c1C,1699.896323,0
5324,CC(=O)C=CC=O,15.99983689,-1
5325,O=C(O)C1CC(=O)N(Cc2ccccc2)C1,500.0000001,0
5326,COc1ccc(CCNc2cc(OC)c(OC)cc2[N+](=O)[O-])cc1OC,600.029803,0
